id,y
845,0
846,0
847,1
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,1
856,0
857,0
858,0
859,0
860,0
861,1
862,0
863,0
864,0
865,0
866,1
867,0
868,1
869,1
870,0
871,1
872,0
873,0
874,0
875,0
876,0
877,1
878,0
879,0
880,1
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,1
893,0
894,0
895,1
896,1
897,0
898,1
899,0
900,0
901,0
902,1
903,0
904,0
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,1
919,1
920,1
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,1
929,0
930,1
931,0
932,0
933,0
934,0
935,1
936,0
937,1
938,0
939,1
940,0
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,0
949,0
950,1
951,1
952,0
953,0
954,1
955,0
956,1
957,1
958,1
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,1
967,1
968,0
969,0
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,0
991,0
992,0
993,0
994,0
995,0
996,1
997,1
998,0
999,0
1000,0
1001,0
1002,1
1003,0
1004,1
1005,1
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,0
1014,0
1015,1
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,1
1025,0
1026,1
1027,1
1028,0
1029,1
1030,0
1031,1
1032,0
1033,0
1034,1
1035,0
1036,0
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,1
1044,1
1045,0
1046,1
1047,0
1048,0
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,0
1061,0
1062,0
1063,1
1064,1
1065,0
1066,0
1067,1
1068,0
1069,0
1070,0
1071,0
1072,1
1073,1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,1
1083,0
1084,0
1085,0
1086,1
1087,0
1088,0
1089,1
1090,0
1091,0
1092,1
1093,0
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,1
1110,0
1111,0
1112,0
1113,1
1114,0
1115,0
1116,0
1117,1
1118,1
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,1
1126,0
1127,0
1128,0
1129,0
1130,1
1131,1
1132,0
1133,0
1134,0
1135,0
1136,1
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,0
1146,1
1147,0
1148,0
1149,0
1150,1
1151,1
1152,1
1153,1
1154,0
1155,0
1156,1
1157,1
1158,0
1159,1
1160,0
1161,1
1162,0
1163,0
1164,1
1165,1
1166,0
1167,1
1168,0
1169,1
1170,0
1171,1
1172,0
1173,0
1174,0
1175,0
1176,1
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,1
1184,1
1185,0
1186,1
1187,0
1188,1
1189,0
1190,1
1191,0
1192,1
1193,0
1194,1
1195,1
1196,1
1197,0
1198,0
1199,0
1200,1
1201,0
1202,0
1203,0
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,1
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,0
1230,0
1231,0
1232,0
1233,1
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,1
1241,0
1242,0
1243,1
1244,1
1245,1
1246,1
1247,0
1248,0
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,0
1261,0
1262,0
1263,1
1264,1
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,1
1275,0
1276,1
1277,1
1278,0
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,1
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,0
1305,0
1306,0
1307,0
1308,0
1309,1
1310,1
1311,0
1312,1
1313,1
1314,0
1315,0
1316,0
1317,0
1318,0
1319,1
1320,0
1321,0
1322,1
1323,0
1324,0
1325,1
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,1
1333,0
1334,0
1335,0
1336,1
1337,1
1338,0
1339,0
1340,0
1341,1
1342,0
1343,0
1344,1
1345,1
1346,1
1347,0
1348,0
1349,1
1350,1
1351,1
1352,0
1353,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,0
1361,1
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,1
1370,0
1371,1
1372,0
1373,1
1374,1
1375,0
1376,0
1377,0
1378,1
1379,0
1380,0
1381,1
1382,1
1383,1
1384,1
1385,1
1386,0
1387,1
1388,0
1389,0
1390,0
1391,1
1392,1
1393,1
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,1
1402,0
1403,1
1404,1
1405,1
1406,0
1407,0
1408,1
1409,1
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,1
1418,0
1419,0
1420,0
1421,1
1422,0
1423,1
1424,1
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,1
1438,0
1439,1
1440,1
1441,0
1442,1
1443,0
1444,1
1445,1
1446,0
1447,0
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,1
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,0
1462,0
1463,1
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,1
1472,0
1473,1
1474,0
1475,0
1476,0
1477,1
1478,1
1479,0
1480,1
1481,0
1482,0
1483,1
1484,1
1485,0
1486,0
1487,0
1488,1
1489,0
1490,0
1491,1
1492,0
1493,1
1494,0
1495,1
1496,1
1497,0
1498,1
1499,1
1500,0
1501,1
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,1
1510,0
1511,1
1512,1
1513,0
1514,1
1515,1
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,1
1525,0
1526,1
1527,0
1528,0
1529,1
1530,1
1531,1
1532,0
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,0
1542,0
1543,0
1544,0
1545,1
1546,0
1547,0
1548,1
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,0
1559,1
1560,1
1561,0
1562,1
1563,1
1564,1
1565,1
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,1
1573,1
1574,0
1575,0
1576,1
1577,1
1578,1
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,1
1586,0
1587,1
1588,0
1589,1
1590,1
1591,1
1592,1
1593,0
1594,1
1595,0
1596,0
1597,1
1598,1
1599,0
1600,0
1601,0
1602,0
1603,0
1604,1
1605,0
1606,0
1607,1
1608,1
1609,0
1610,1
1611,0
1612,0
1613,1
1614,1
1615,0
1616,0
1617,0
1618,1
1619,1
1620,1
1621,1
1622,0
1623,1
1624,0
1625,1
1626,0
1627,1
1628,1
1629,1
1630,0
1631,0
1632,0
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,1
1641,0
1642,1
1643,1
1644,0
1645,1
1646,0
1647,1
1648,0
1649,0
1650,1
1651,0
1652,0
1653,0
1654,1
1655,1
1656,0
1657,0
1658,1
1659,1
1660,0
1661,0
1662,0
1663,1
1664,0
1665,0
1666,1
1667,1
1668,0
1669,1
1670,1
1671,1
1672,0
1673,0
1674,1
1675,0
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,1
1697,1
1698,0
1699,1
1700,0
1701,0
1702,0
1703,0
1704,1
1705,0
1706,1
1707,1
1708,0
1709,0
1710,0
1711,1
1712,0
1713,0
1714,1
1715,1
1716,0
1717,1
1718,0
1719,0
1720,0
1721,1
1722,0
1723,0
1724,0
1725,0
1726,0
1727,1
1728,1
1729,1
1730,1
1731,0
1732,0
1733,1
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,1
1745,1
1746,0
1747,0
1748,0
1749,1
1750,0
1751,0
1752,0
1753,0
1754,0
1755,1
1756,0
1757,0
1758,1
1759,1
1760,0
1761,0
1762,1
1763,1
1764,0
1765,0
1766,0
1767,1
1768,0
1769,1
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,1
1786,0
1787,0
1788,0
1789,1
1790,0
1791,0
1792,0
1793,0
1794,1
1795,1
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,1
1803,0
1804,1
1805,1
1806,0
1807,0
1808,1
1809,1
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,1
1817,0
1818,0
1819,1
1820,0
1821,0
1822,1
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,1
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,1
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,1
1863,0
1864,1
1865,0
1866,0
1867,0
1868,1
1869,0
1870,0
1871,0
1872,1
1873,1
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,1
1881,1
1882,0
1883,0
1884,0
1885,0
1886,0
1887,1
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,1
1907,0
1908,1
1909,0
1910,0
1911,1
1912,0
1913,0
1914,0
1915,0
1916,1
1917,1
1918,1
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,1
1928,0
1929,0
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,1
1942,1
1943,1
1944,1
1945,0
1946,1
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,1
1954,0
1955,0
1956,1
1957,0
1958,0
1959,1
1960,0
1961,0
1962,1
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,1
1970,1
1971,0
1972,1
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,1
1980,0
1981,1
1982,0
1983,0
1984,0
1985,0
1986,1
1987,0
1988,0
1989,0
1990,1
1991,0
1992,1
1993,0
1994,0
1995,1
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,1
2015,1
2016,1
2017,1
2018,0
2019,0
2020,1
2021,0
2022,0
2023,1
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,1
2032,0
2033,0
2034,0
2035,0
2036,0
2037,1
2038,1
2039,0
2040,0
2041,0
2042,0
2043,1
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,1
2051,1
2052,1
2053,1
2054,1
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,0
2062,1
2063,1
2064,1
2065,0
2066,0
2067,1
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,1
2080,0
2081,1
2082,0
2083,1
2084,0
2085,0
2086,0
2087,0
2088,1
2089,0
2090,0
2091,0
2092,0
2093,1
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2102,1
2103,0
2104,1
2105,1
2106,0
2107,0
2108,0
2109,1
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
